,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
6612,30,F,0,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6613,39,F,3,High School,Unknown,0,Desempleado,No,$-30K - $10K
6614,45,M,4,Unknown,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
6615,42,M,3,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6616,32,F,1,Graduate,Single,0,Desempleado,No,$-30K - $10K
6617,56,F,4,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6618,53,F,4,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6619,52,F,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6620,45,M,4,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6621,49,M,4,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
6622,44,F,3,Unknown,Single,0,Desempleado,Sí,$-30K - $10K
6623,42,F,2,College,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6624,58,F,1,Uneducated,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6625,60,M,0,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
6626,51,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6627,44,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6628,43,F,4,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6629,27,F,0,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6630,46,F,4,Graduate,Married,0,Desempleado,No,$-30K - $10K
6631,48,F,3,High School,Married,0,Desempleado,No,$-30K - $10K
6632,47,F,3,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6633,45,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6634,46,M,3,Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6635,55,M,3,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
6636,51,F,0,Doctorate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6637,42,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6638,40,M,2,Unknown,Divorced,$120K +,Trabajando,No,$380K - $1.5M
6639,65,M,0,Doctorate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6640,49,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6641,51,M,0,College,Married,$120K +,Trabajando,No,$380K - $1.5M
6642,56,F,3,Uneducated,Married,0,Desempleado,Sí,$-30K - $10K
6643,41,F,2,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6644,47,F,1,High School,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6645,37,M,3,Post-Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6646,48,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6647,46,F,4,Graduate,Single,0,Desempleado,No,$-30K - $10K
6648,55,M,3,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
6649,36,M,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6650,44,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6651,47,F,4,Post-Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6652,46,M,2,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6653,43,F,5,Graduate,Married,0,Desempleado,No,$-30K - $10K
6654,46,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
6655,57,F,4,High School,Single,0,Desempleado,No,$-30K - $10K
6656,62,M,0,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6657,47,M,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6658,39,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6659,53,M,0,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
6660,49,F,3,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6661,46,F,5,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6662,39,M,1,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6663,58,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6664,43,F,3,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
6665,39,F,1,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
6666,44,F,1,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6667,42,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6668,65,M,0,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6669,55,F,4,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
6670,31,F,2,Unknown,Single,0,Desempleado,No,$-30K - $10K
6671,48,F,2,Unknown,Married,0,Desempleado,No,$-30K - $10K
6672,46,F,3,Graduate,Married,0,Desempleado,No,$-30K - $10K
6673,41,F,4,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6674,36,F,3,Uneducated,Unknown,0,Desempleado,No,$-30K - $10K
6675,37,M,2,Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
6676,43,M,5,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6677,46,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6678,39,M,3,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
6679,49,F,3,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6680,39,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6681,52,F,1,Graduate,Single,0,Desempleado,No,$-30K - $10K
6682,41,M,4,College,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6683,46,F,2,Graduate,Single,0,Desempleado,No,$-30K - $10K
6684,57,M,2,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
6685,49,M,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6686,46,F,4,Post-Graduate,Married,0,Desempleado,No,$-30K - $10K
6687,38,F,1,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6688,49,F,5,High School,Married,0,Desempleado,No,$-30K - $10K
6689,55,M,3,Post-Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6690,52,F,4,Graduate,Married,0,Desempleado,No,$-30K - $10K
6691,42,F,2,Doctorate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6692,52,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6693,53,F,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6694,45,F,3,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
6695,50,F,3,Post-Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6696,42,F,5,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6697,48,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6698,52,F,1,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6699,57,F,2,Doctorate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6700,56,F,1,High School,Married,0,Desempleado,No,$-30K - $10K
6701,48,M,1,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6702,52,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6703,56,M,2,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
6704,43,F,2,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6705,62,M,0,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6706,51,M,3,Uneducated,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
6707,45,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6708,39,F,2,High School,Single,0,Desempleado,No,$-30K - $10K
6709,45,M,3,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
6710,56,F,3,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6711,57,F,2,Uneducated,Married,0,Desempleado,No,$-30K - $10K
6712,60,F,1,Uneducated,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6713,50,F,4,Uneducated,Married,0,Desempleado,Sí,$-30K - $10K
6714,44,F,3,College,Unknown,0,Desempleado,No,$-30K - $10K
6715,49,M,0,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
6716,50,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6717,36,M,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6718,57,F,4,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6719,35,F,4,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
6720,46,M,3,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6721,29,F,1,Unknown,Unknown,0,Desempleado,No,$-30K - $10K
6722,40,F,2,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6723,50,F,4,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6724,62,F,0,Unknown,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6725,49,F,2,Uneducated,Married,0,Desempleado,Sí,$-30K - $10K
6726,50,F,1,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6727,49,F,1,Doctorate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6728,56,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6729,47,M,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6730,56,F,2,Unknown,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6731,41,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6732,63,M,0,Unknown,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
6733,51,F,3,Graduate,Married,0,Desempleado,No,$-30K - $10K
6734,43,F,3,High School,Unknown,0,Desempleado,Sí,$-30K - $10K
6735,49,F,4,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6736,51,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6737,44,M,5,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
6738,46,M,3,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
6739,56,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6740,41,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6741,49,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6742,53,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6743,44,F,3,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6744,45,M,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
6745,46,F,5,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6746,58,M,3,Unknown,Married,$120K +,Trabajando,Sí,$380K - $1.5M
6747,41,M,2,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6748,49,F,1,Post-Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6749,54,F,3,Uneducated,Single,0,Desempleado,No,$-30K - $10K
6750,52,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6751,47,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6752,40,F,3,High School,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6753,53,F,0,Graduate,Married,0,Desempleado,No,$-30K - $10K
6754,46,F,4,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6755,53,F,1,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6756,28,F,0,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6757,43,F,4,College,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6758,51,F,3,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6759,58,F,1,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6760,50,F,2,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
6761,42,F,3,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
6762,45,F,4,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6763,48,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6764,54,F,2,Unknown,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6765,47,F,1,High School,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6766,39,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6767,62,F,0,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6768,45,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6769,56,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6770,52,M,1,Unknown,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
6771,46,F,3,Uneducated,Single,0,Desempleado,No,$-30K - $10K
6772,51,F,0,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6773,52,M,2,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6774,44,F,4,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6775,41,F,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6776,52,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6777,41,F,5,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6778,37,F,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6779,60,F,1,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6780,47,F,3,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6781,42,F,1,College,Married,0,Desempleado,Sí,$-30K - $10K
6782,42,M,1,Uneducated,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
6783,50,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6784,49,F,2,Uneducated,Married,0,Desempleado,No,$-30K - $10K
6785,36,F,2,High School,Single,0,Desempleado,Sí,$-30K - $10K
6786,43,M,4,Unknown,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6787,57,M,2,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6788,45,M,4,College,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
6789,41,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6790,39,F,2,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6791,44,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6792,43,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6793,56,M,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6794,41,F,1,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6795,49,F,1,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6796,43,M,2,Graduate,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
6797,39,F,1,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6798,46,M,4,Unknown,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6799,49,M,3,Unknown,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
6800,44,M,4,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
6801,43,F,2,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6802,56,F,0,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6803,56,F,1,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
6804,57,F,1,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6805,51,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6806,60,F,0,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
6807,43,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6808,37,F,1,College,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6809,46,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6810,50,F,4,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6811,38,F,3,High School,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6812,44,F,4,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6813,52,F,4,Uneducated,Divorced,0,Desempleado,No,$-30K - $10K
6814,37,F,3,High School,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6815,45,F,1,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
6816,40,F,4,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6817,51,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
6818,57,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6819,40,M,4,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6820,61,F,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6821,57,F,3,High School,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
6822,40,M,3,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6823,50,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6824,42,F,3,Uneducated,Married,0,Desempleado,No,$-30K - $10K
6825,43,F,4,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6826,46,M,3,Doctorate,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
6827,42,F,3,College,Married,Less than $40K,Trabajando,No,$10K - $50K
6828,41,F,2,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6829,50,F,0,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6830,42,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6831,43,M,3,Post-Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6832,58,F,1,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
6833,52,F,2,Graduate,Single,0,Desempleado,No,$-30K - $10K
6834,40,F,4,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6835,41,F,4,Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
6836,59,F,0,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6837,45,F,3,Unknown,Single,0,Desempleado,Sí,$-30K - $10K
6838,52,F,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
6839,36,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6840,43,F,2,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6841,49,F,1,Post-Graduate,Married,0,Desempleado,Sí,$-30K - $10K
6842,51,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6843,52,M,3,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
6844,45,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6845,40,M,4,College,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
6846,49,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6847,47,F,3,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
6848,40,F,1,College,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6849,42,F,3,Unknown,Divorced,0,Desempleado,No,$-30K - $10K
6850,43,F,3,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6851,52,F,2,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
6852,63,M,1,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
6853,40,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6854,60,F,1,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6855,36,F,1,High School,Single,0,Desempleado,No,$-30K - $10K
6856,56,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6857,45,F,2,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6858,51,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6859,48,F,1,Uneducated,Married,0,Desempleado,No,$-30K - $10K
6860,49,F,4,Doctorate,Married,0,Desempleado,No,$-30K - $10K
6861,50,M,2,Doctorate,Married,$120K +,Trabajando,No,$380K - $1.5M
6862,43,M,4,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
6863,41,F,2,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
6864,48,M,2,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
6865,55,F,1,Unknown,Single,0,Desempleado,Sí,$-30K - $10K
6866,41,M,5,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
6867,43,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6868,47,F,4,Post-Graduate,Married,0,Desempleado,No,$-30K - $10K
6869,42,F,3,Doctorate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6870,54,M,2,College,Single,$120K +,Trabajando,No,$380K - $1.5M
6871,43,F,3,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6872,52,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6873,40,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6874,37,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6875,53,M,4,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6876,56,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6877,53,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6878,38,F,3,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
6879,40,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
6880,36,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6881,41,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6882,28,F,1,College,Divorced,0,Desempleado,No,$-30K - $10K
6883,41,F,4,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6884,42,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6885,39,F,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
6886,49,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6887,40,F,4,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6888,50,M,1,College,Single,$80K - $120K,Trabajando,No,$170K - $380K
6889,44,F,4,Uneducated,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
6890,62,M,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6891,55,F,1,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6892,54,M,4,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
6893,34,M,4,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
6894,41,M,3,Graduate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6895,38,M,4,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
6896,57,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6897,39,F,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6898,38,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6899,64,M,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6900,54,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
6901,60,F,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6902,46,M,2,Graduate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6903,36,F,2,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
6904,47,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
6905,44,F,4,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
6906,58,F,2,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
6907,62,M,0,Post-Graduate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
6908,53,F,2,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6909,51,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
6910,41,M,1,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
6911,54,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
6912,46,F,2,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
6913,50,F,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
6914,49,F,3,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
6915,39,F,1,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
6916,45,F,2,College,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
6917,48,F,3,College,Single,Less than $40K,Trabajando,No,$10K - $50K
6918,31,F,0,Post-Graduate,Single,0,Desempleado,Sí,$-30K - $10K
6919,57,F,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
6920,43,F,5,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
6921,41,F,4,High School,Married,0,Desempleado,No,$-30K - $10K
6922,48,M,5,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
6923,52,F,2,Graduate,Single,0,Desempleado,No,$-30K - $10K
6924,43,F,2,Uneducated,Divorced,Less than $40K,Trabajando,No,$10K - $50K
6925,27,F,1,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
6926,39,M,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
6927,55,F,3,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
